2.632587344540648246e+03,2.505891520209867394e+03,9.333308118212078625e+03
3.116606764884572385e+03,8.208133228561870055e+03,3.209518978230248649e+03
8.991970646906480397e+03,3.703134058457650099e+03,3.784876289240842652e+03
4.685509101344332521e+03,4.076723112395282897e+03,4.054817194132891018e+03
3.802434503970096102e+03,3.739863066443661410e+03,9.170817913479517301e+03
4.483901291003491679e+03,4.385312221898559073e+03,5.381754846659058785e+03
4.860962635242489341e+03,4.104705411448921950e+03,4.314734016268375854e+03
4.026650686328180200e+03,4.424775667939864434e+03,4.974396414534940050e+03
4.853603630795733807e+03,4.560632293572429262e+03,4.622410404861828283e+03
4.682065446289871034e+03,4.839080922650455250e+03,4.618363508266865210e+03
4.039500341713350736e+03,4.290586762163596177e+03,4.611483928265171926e+03
4.607143544666849266e+03,4.104443377277669242e+03,4.932083580179161800e+03
4.391091922580469145e+03,4.277530157193677951e+03,4.969706492409383827e+03
4.684538432859935710e+03,4.942540386239295003e+03,4.771865861085469078e+03
4.711990580963709363e+03,4.745449264413373385e+03,4.703160364804723940e+03
4.964442359029923864e+03,4.901539029078818203e+03,4.323450162655384702e+03
3.474460660227146946e+03,6.658873365674888191e+03,3.599649080542937554e+03
3.936366249703278299e+03,4.093539856675418832e+03,4.148862213416579834e+03
6.659248108195531131e+03,4.019370555077606241e+03,3.976181332718630529e+03
4.254326593614712692e+03,4.388340433955798289e+03,4.142961233180445561e+03
4.098841826675808989e+03,4.532137596646636666e+03,4.947346520232081275e+03
4.407968961362447772e+03,4.640778485390453170e+03,4.196202567716221893e+03
4.896811404526838487e+03,4.500960166393162581e+03,4.408197467571768357e+03
4.452041016894982931e+03,4.515781002754072688e+03,4.758569465894754103e+03
4.507094536882749708e+03,4.064490573737016803e+03,4.372542100808478608e+03
4.928721178484298434e+03,4.001433095170105389e+03,4.578940790909658062e+03
4.882948794877085675e+03,4.011888304608326962e+03,4.587470795488103249e+03
4.668918669167534972e+03,4.871323002302200621e+03,4.588277586614731263e+03
4.399170215372240818e+03,4.150182952248093898e+03,4.862585158272485387e+03
4.799318642690506749e+03,4.370940150894126418e+03,4.247818982178667284e+03
4.902991914232562522e+03,4.501386232864809244e+03,4.396123189921752783e+03
4.000316184787112888e+03,4.107176180759320232e+03,4.358174370781133803e+03
3.522006369779643592e+03,8.861121734354715954e+03,3.603137222202134126e+03
3.313118671625003572e+03,8.421762713124973743e+03,3.339336252594622692e+03
4.041651265763501215e+03,4.120938566789021934e+03,8.841561947314065037e+03
4.026287071292124892e+03,5.249785394100392296e+03,4.179285410801922808e+03
4.184949533696090839e+03,6.439109443119001298e+03,4.496063297879071797e+03
4.260673128399957022e+03,5.556992354307443748e+03,4.383691858711035820e+03
4.610731742466131436e+03,4.047868185592586542e+03,4.051695792249162423e+03
4.615282700873922295e+03,4.128844385846244222e+03,4.513651294903588678e+03
4.116218157166012134e+03,4.845534592784289998e+03,4.061349133735682244e+03
4.808838432568535609e+03,4.107393414695913634e+03,4.178103404937296546e+03
4.718808408208207766e+03,4.191671857846939929e+03,4.833972668419315596e+03
4.453030443296788690e+03,4.320900701577264044e+03,4.025370015966495430e+03
4.820992898032965968e+03,4.073775098473870003e+03,4.443336596691641716e+03
4.195793707266156161e+03,4.895057219652119784e+03,4.179550531357016553e+03
4.822491443159286064e+03,4.230660580648333053e+03,4.001463777862818915e+03
4.400623528491879370e+03,4.099566631798332310e+03,4.424351400332886442e+03
4.971387712879140963e+03,4.132962438629419012e+03,3.932621832007260309e+03
3.840558524654172288e+03,3.923404290835826941e+03,4.830081152888998986e+03
4.027963318437724411e+03,4.057547676358156878e+03,5.144957707186887092e+03
4.835727339339936407e+03,4.483873947208336176e+03,4.027423869495730742e+03
4.063762066180196598e+03,4.508807224888672863e+03,4.454418068345687061e+03
4.313051104000843225e+03,4.555981856064010572e+03,4.856433035572404151e+03
4.627920065883212374e+03,4.770576765984186750e+03,4.911422552922324940e+03
4.776075582990714793e+03,4.109356465841930003e+03,4.858457711587600897e+03
4.903899802372475278e+03,4.785699248506606637e+03,4.409116196872218097e+03
4.915907449861484565e+03,4.049037600605578973e+03,4.612808742142712617e+03
4.307683074474070963e+03,4.595715131223930257e+03,4.260683131773853347e+03
4.396604992783552916e+03,4.988914831569779381e+03,4.984682993269142571e+03
4.319996618306875462e+03,4.249402134164186464e+03,4.176718288020990258e+03
4.976491638441328178e+03,4.496008932951749557e+03,4.923345415911929194e+03
4.018809532117932122e+03,4.258349773348298186e+03,4.172910966245237432e+03
4.776124887477947595e+03,4.511927306380941445e+03,4.099147803016606304e+03
